ID_rapport;ID_gaz;ID_capteur;Emissions_ppm
1000;10;107;194.33140891115264
1001;5;26;22.608637945907844
1002;9;113;157.78820877562083
1003;3;149;247.65762253608307
1004;4;33;751.7709775257431
1005;6;88;853.5482005233114
1006;3;4;375.6998201388619
1007;7;79;638.5749563875453
1008;10;129;496.9112207254288
1009;10;43;189.46789862154833
1010;6;31;704.4431556134892
1011;4;140;694.7507287397502
1012;3;149;215.12110781729692
1013;10;24;777.6244724031617
1014;6;198;613.1789498652427
1015;5;36;747.7449047555883
1016;1;179;862.5888990770263
1017;6;87;795.1762420466538
1018;10;121;683.0426549405902
1019;1;98;215.6071295751309
1020;9;82;593.7072089764024
1021;6;150;941.0222437494006
1022;8;12;917.3629859392912
1023;9;50;524.4729850670468
1024;8;176;36.79831519497264
1025;3;18;445.38916084317964
1026;8;25;85.40859807819886
1027;6;65;849.5674744247863
1028;2;152;161.55100795106708
1029;6;107;380.92748510396814
1030;6;202;535.2053737580968
1031;11;93;622.4015187256342
1032;2;149;107.5313002376886
1033;1;50;849.5512523545741
1034;7;71;791.4356158907791
1035;4;52;484.07329903876337
1036;5;6;181.27823346283014
1037;6;172;270.74596693020595
1038;5;66;575.727384789361
1039;10;13;21.010716053850057
1040;11;164;211.23841047286427
1041;11;45;753.28891562484
1042;10;97;38.2104829456921
1043;1;21;629.0171780887197
1044;3;99;344.3393334504263
1045;10;129;840.2255178481231
1046;2;52;409.53398674187684
1047;6;150;759.4098333370516
1048;5;173;383.845210570964
1049;10;61;757.5628810499849
1050;6;47;569.2740581277807
1051;5;100;535.3106028528601
1052;4;54;71.89191520371743
1053;11;124;296.6862727654081
1054;11;46;467.26099425835326
1055;7;160;186.4648971632548
1056;1;19;404.94141511503403
1057;10;29;125.87845622953023
1058;6;131;655.3057284809804
1059;7;140;85.68277084408372
1060;2;50;237.72701403949623
1061;2;52;824.273701151676
1062;2;15;92.48363100242909
1063;8;121;35.443766220863914
1064;4;172;87.74698443260927
1065;2;39;110.0295537223144
1066;5;45;394.0235361266607
1067;11;214;568.1633795836223
1068;7;95;827.5925245545868
1069;9;97;780.7219723863138
1070;3;160;487.3148426946333
1071;6;183;480.5800499603436
